timestamp,close,daily_return,1yr_return,1yr_cum_return,5yr_return,5yr_return_annualzd,5yr_cum_return,annualizd_volatility,annualizd_sharpe
2016-04-15 04:00:00+00:00,625.89,,,,,,,,
2016-04-18 04:00:00+00:00,635.35,0.01511447698477375,,,,,,,
2016-04-19 04:00:00+00:00,627.9,-0.011725820413945098,,,,,,,
2016-04-20 04:00:00+00:00,632.99,0.008106386367255913,,,,,,,
2016-04-21 04:00:00+00:00,631.0,-0.003143809538855291,,,,,,,
2016-04-22 04:00:00+00:00,620.5,-0.016640253565768592,,,,,,,
2016-04-25 04:00:00+00:00,626.2,0.009186140209508586,,,,,,,
2016-04-26 04:00:00+00:00,616.88,-0.014883423826253628,,,,,,,
2016-04-27 04:00:00+00:00,606.57,-0.01671313707690303,,,,,,,
2016-04-28 04:00:00+00:00,602.0,-0.007534167532189273,,,,,,,
2016-04-29 04:00:00+00:00,659.59,0.09566445182724248,,,,,,,
2016-05-02 04:00:00+00:00,683.85,0.03678042420291394,,,,,,,
2016-05-03 04:00:00+00:00,671.32,-0.018322731593185648,,,,,,,
2016-05-04 04:00:00+00:00,670.9,-0.0006256330810940902,,,,,,,
2016-05-05 04:00:00+00:00,659.09,-0.01760321955582045,,,,,,,
2016-05-06 04:00:00+00:00,673.95,0.022546237994811147,,,,,,,
2016-05-09 04:00:00+00:00,679.75,0.00860597967208232,,,,,,,
2016-05-10 04:00:00+00:00,703.07,0.034306730415593956,,,,,,,
2016-05-11 04:00:00+00:00,713.23,0.014450908159927112,,,,,,,
2016-05-12 04:00:00+00:00,717.93,0.006589739635180614,,,,,,,
2016-05-13 04:00:00+00:00,709.92,-0.011157076595211257,,,,,,,
2016-05-16 04:00:00+00:00,710.66,0.00104237097137716,,,,,,,
2016-05-17 04:00:00+00:00,695.27,-0.02165592547772488,,,,,,,
2016-05-18 04:00:00+00:00,697.45,0.0031354725502323877,,,,,,,
2016-05-19 04:00:00+00:00,698.52,0.0015341601548497508,,,,,,,
2016-05-20 04:00:00+00:00,702.8,0.0061272404512398015,,,,,,,
2016-05-23 04:00:00+00:00,696.75,-0.008608423449060876,,,,,,,
2016-05-24 04:00:00+00:00,704.2,0.010692500897022006,,,,,,,
2016-05-25 04:00:00+00:00,708.35,0.0058932121556376504,,,,,,,
2016-05-26 04:00:00+00:00,714.91,0.009260958565680655,,,,,,,
2016-05-27 04:00:00+00:00,712.24,-0.0037347358408750253,,,,,,,
2016-05-31 04:00:00+00:00,722.79,0.01481242277883843,,,,,,,
2016-06-01 04:00:00+00:00,719.44,-0.004634817858575668,,,,,,,
2016-06-02 04:00:00+00:00,728.24,0.01223173579450676,,,,,,,
2016-06-03 04:00:00+00:00,725.54,-0.0037075689333186945,,,,,,,
2016-06-06 04:00:00+00:00,726.73,0.0016401576756623903,,,,,,,
2016-06-07 04:00:00+00:00,723.74,-0.004114320311532471,,,,,,,
2016-06-08 04:00:00+00:00,726.64,0.0040069638267885566,,,,,,,
2016-06-09 04:00:00+00:00,727.65,0.0013899592645600922,,,,,,,
2016-06-10 04:00:00+00:00,717.91,-0.013385556242699104,,,,,,,
2016-06-13 04:00:00+00:00,715.24,-0.0037191291387499437,,,,,,,
2016-06-14 04:00:00+00:00,719.3,0.005676416307812682,,,,,,,
2016-06-15 04:00:00+00:00,714.26,-0.007006812178506849,,,,,,,
2016-06-16 04:00:00+00:00,717.51,0.004550163805897123,,,,,,,
2016-06-17 04:00:00+00:00,706.39,-0.015498041839138166,,,,,,,
2016-06-20 04:00:00+00:00,714.01,0.010787242175002376,,,,,,,
2016-06-21 04:00:00+00:00,715.82,0.0025349785017017012,,,,,,,
2016-06-22 04:00:00+00:00,710.6,-0.007292336062138527,,,,,,,
2016-06-23 04:00:00+00:00,722.08,0.016155361666197576,,,,,,,
2016-06-24 04:00:00+00:00,698.96,-0.03201861289607799,,,,,,,
2016-06-27 04:00:00+00:00,691.36,-0.010873297470527676,,,,,,,
2016-06-28 04:00:00+00:00,707.95,0.023996181439481568,,,,,,,
2016-06-29 04:00:00+00:00,715.6,0.01080584787061234,,,,,,,
2016-06-30 04:00:00+00:00,715.62,2.794857462262712e-05,,,,,,,
2016-07-01 04:00:00+00:00,725.68,0.014057740141415698,,,,,,,
2016-07-05 04:00:00+00:00,728.1,0.0033348032190498866,,,,,,,
2016-07-06 04:00:00+00:00,737.61,0.013061392665842497,,,,,,,
2016-07-07 04:00:00+00:00,736.57,-0.001409959192527177,,,,,,,
2016-07-08 04:00:00+00:00,745.81,0.01254463255359295,,,,,,,
2016-07-11 04:00:00+00:00,753.78,0.010686367841675537,,,,,,,
2016-07-12 04:00:00+00:00,748.21,-0.007389423969858533,,,,,,,
2016-07-13 04:00:00+00:00,742.63,-0.007457799280950583,,,,,,,
2016-07-14 04:00:00+00:00,741.2,-0.001925588785801735,,,,,,,
2016-07-15 04:00:00+00:00,735.44,-0.007771181867242349,,,,,,,
2016-07-18 04:00:00+00:00,736.07,0.0008566300445991271,,,,,,,
2016-07-19 04:00:00+00:00,739.95,0.005271237789884031,,,,,,,
2016-07-20 04:00:00+00:00,745.72,0.007797824177309343,,,,,,,
2016-07-21 04:00:00+00:00,744.43,-0.0017298718017487724,,,,,,,
2016-07-22 04:00:00+00:00,744.86,0.0005776231479119875,,,,,,,
2016-07-25 04:00:00+00:00,739.61,-0.007048304379346448,,,,,,,
2016-07-26 04:00:00+00:00,735.59,-0.00543529698084122,,,,,,,
2016-07-27 04:00:00+00:00,736.67,0.0014682091926208063,,,,,,,
2016-07-28 04:00:00+00:00,752.61,0.021637911140673705,,,,,,,
2016-07-29 04:00:00+00:00,758.81,0.008237998432122806,,,,,,,
2016-08-01 04:00:00+00:00,767.74,0.011768426878928873,,,,,,,
